bookID,Book-Title,authors,isbn,isbn13,language_code,publisher,
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,812969901,9.78081E+12,eng,Modern Library,
16641,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,451529626,9.78045E+12,eng,Signet Classics,
16642,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,159569045X,9.7816E+12,en-US,MONDIAL,
16647,The Dream Master,Roger Zelazny,575073438,9.78058E+12,eng,Gollancz,
16649,The Queen's Necklace,Teresa Edgerton,380789116,9.78038E+12,eng,Harper Voyager,
16653,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,441294278,9.78044E+12,eng,Ace,
16654,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,441909116,9.78044E+12,eng,Ace,
16656,The Castle of  the Silver Wheel,Teresa Edgerton,441092756,9.78044E+12,eng,Ace,
16669,China and Japan (Myths and Legends),Donald A. Mackenzie,517604469,9.78052E+12,eng,Crescent,
16670,A Madman Dreams of Turing Machines,Janna Levin,1400040302,9.7814E+12,eng,Alfred A. Knopf,
16675,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,1840462507,9.78184E+12,eng,Totem Books,
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,804721289,9.7808E+12,en-US,Stanford University Press,
16681,Heart of Darkness,Joseph Conrad,1599869500,9.7816E+12,eng,Filiquarian Publishing  LLC.,
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,044101237X,9.78044E+12,eng,Ace,
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,1416505512,9.78142E+12,eng,Pocket Books,
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,441094996,9.78044E+12,en-US,Ace Books,
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,312875576,9.78031E+12,en-US,Tor Books,
16689,Citizen of the Galaxy,Robert A. Heinlein,1416505520,9.78142E+12,eng,Pocket Books: Gallery Books,
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,340837942,9.78034E+12,eng,Hodder & Stoughton,
16692,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,395957990,9.7804E+12,eng,Houghton Mifflin Harcourt,
16697,The Mysteries of Pittsburgh,Michael Chabon,60790598,9.78006E+12,eng,Harper Perennial,
16702,Summerland,Michael Chabon,786816155,9.78079E+12,eng,Miramax,
16703,The Yiddish Policemen's Union,Michael Chabon,7149824,9.78001E+12,eng,HarperCollins,
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,91895812,9.78009E+12,eng,Ebury Press,
16713,The Disappointment Artist,Jonathan Lethem,1400076811,9.7814E+12,eng,Vintage,
16716,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,156032481,9.78016E+12,eng,Mariner Books,
16717,You Don't Love Me Yet,Jonathan Lethem,038551218X,9.78039E+12,eng,Doubleday Books,
16718,Gun  With Occasional Music,Jonathan Lethem,156028972,9.78016E+12,eng,Mariner Books,
16720,As She Climbed Across the Table,Jonathan Lethem,375700129,9.78038E+12,eng,Vintage,
16721,Living With the Passive-Aggressive Man,Scott Wetzler,671870742,9.78067E+12,en-US,Touchstone,
16726,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,073854339X,9.78074E+12,eng,Arcadia Publishing (SC),
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,743270207,9.78074E+12,en-US,Touchstone,
16729,Beach Music,Pat Conroy,553381539,9.78055E+12,eng,Dial Press,
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy,340412801X,9.7834E+12,ger,Lübbe,
16735,The Prince of Tides,Pat Conroy,553381547,9.78055E+12,eng,Dial Press Trade Paperback,
16739,Blessings,Belva Plain,440243254,9.78044E+12,eng,Dell,
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,517293633,9.78052E+12,eng,Random House Value Publishing,
16763,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,345437861,9.78035E+12,eng,Fawcett Books,
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,034537147X,9.78035E+12,eng,Fawcett,
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,60581069,9.78006E+12,eng,Avon,
16779,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,034591483X,9.78035E+12,eng,Ballantine Books,
16782,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,345437837,9.78035E+12,eng,Fawcett,
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,60515228,9.78006E+12,eng,William Morrow,
16789,The Good Fairies of New York,Martin Millar/Neil Gaiman,1933368365,9.78193E+12,eng,Soft Skull Press,
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,380789027,9.78038E+12,eng,Avon Books,
16791,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,1852864982,9.78185E+12,eng,Titan Books,
16793,Stardust,Neil Gaiman,61142026,9.78006E+12,eng,Harper Perennial,
16794,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,1593076673,9.78159E+12,eng,Dark Horse Books,
16798,The Diagnosis,Alan Lightman,375725504,9.78038E+12,eng,Vintage,
16799,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,60936509,9.78006E+12,eng,Harper Perennial,
16802,The Complete Poetry,John Milton/John T. Shawcross,385023510,9.78039E+12,en-US,Anchor,
16803,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,872206785,9.78087E+12,eng,Hackett Publishing Company  Inc.,
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,415940478,9.78042E+12,eng,Routledge,
16807,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,019280409X,9.78019E+12,eng,Oxford University Press,
16809,Christopher and His Kind,Christopher Isherwood,816638632,9.78082E+12,eng,Univ Of Minnesota Press,
16813,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,816639825,9.78082E+12,eng,Univ Of Minnesota Press,
16842,A Single Man,Christopher Isherwood,816638624,9.78082E+12,eng,Univ Of Minnesota Press,
16844,Christopher et son monde  1929-1939,Christopher Isherwood,2010080874,9.78201E+12,fre,Hachette Littérature,
16857,The Love of the Last Tycoon,F. Scott Fitzgerald,20199856,9.78002E+12,eng,Scribner,
16874,About This Life,Barry  Lopez,186046565X,9.78186E+12,eng,The Harvill Press,
16878,Arctic Dreams,Barry  Lopez,375727485,9.78038E+12,eng,Vintage,
16879,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,1400075122,9.7814E+12,eng,Vintage,
16881,The Rediscovery of North America,Barry  Lopez,679740996,9.78068E+12,eng,Vintage,
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,684844257,9.78068E+12,eng,Simon  Schuster,
16887,How to Write: Advice and Reflections,Richard Rhodes,688149480,9.78069E+12,eng,William Morrow Paperbacks,
16888,John James Audubon,Richard Rhodes,037571393X,9.78038E+12,eng,Vintage,
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,375708227,9.78038E+12,en-US,Vintage,
16892,A Hole in the World: An American Boyhood,Richard Rhodes,700610383,9.7807E+12,eng,University Press of Kansas,
16893,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,811212475,9.78081E+12,eng,New Directions Publishing Corporation,
16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,393959058,9.78039E+12,eng,W.W. Norton & Company,
16895,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,1883011957,9.78188E+12,eng,Library of America,
16897,The Portable Thoreau,Henry David Thoreau/Carl Bode,140150315,9.78014E+12,eng,Penguin Books,
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,1558964908,9.78156E+12,eng,Skinner House Books,
16900,Civil Disobedience and Other Essays,Henry David Thoreau,1420925229,9.78142E+12,eng,Digireads.com,
16902,Walden,Henry David Thoreau,691096120,9.78069E+12,eng,Princeton University Press,
16908,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,873388240,9.78087E+12,eng,Kent State University Press,
16914,The Tolkien Fan's Medieval Reader,David E. Smith (Turgon of TheOneRing.net,3.58,1593600119,9.78159E+12,04-06-2004,Cold Spring Press
16918,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,072789160X,9.78073E+12,eng,Severn House Publishers,
16919,Prey,Graham Masterton,843946334,9.78084E+12,eng,Leisure Books,
16920,Hidden World,Graham Masterton,727859625,9.78073E+12,eng,Severn House Publishers,
16921,The House That Jack Built,Graham Masterton,843947462,9.78084E+12,eng,Leisure Books,
16928,The Riverside Milton,John Milton/Roy C. Flannagan,395809991,9.7804E+12,eng,Cengage Learning,
16940,How to Read a Poem,Terry Eagleton,1405151412,9.78141E+12,eng,Wiley-Blackwell,
16944,The Gatekeeper: A Memoir,Terry Eagleton,312316135,9.78031E+12,eng,St. Martin's Griffin,
16946,The Ideology of the Aesthetic,Terry Eagleton,631163026,9.78063E+12,eng,Basil Blackwell (Cambridge  MA/Oxford),
16947,Marxism and Literary Criticism,Terry Eagleton,415285844,9.78042E+12,eng,Routledge,
16948,Children of God (The Sparrow  #2),Mary Doria Russell,044900483X,9.78045E+12,eng,Ballantine Books,
16951,When the Lion Feeds (Courtney  #1),Wilbur Smith,312940661,9.78031E+12,eng,St. Martin's Paperbacks,
16954,Birds of Prey (Courtney #9),Wilbur Smith,312317115,9.78031E+12,eng,St. Martin's Griffin,
16961,Alberic the Wise,Norton Juster/Leonard Baskin,887082432,9.78089E+12,eng,Picture Book Studio Ltd,
16963,The Hello  Goodbye Window,Norton Juster/Chris Raschka,786809140,9.78079E+12,en-US,Little  Brown Books for Young Readers,
16965,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,394733525,9.78039E+12,eng,Random House,
16966,Le Royaume fantôme,Norton Juster,2013218478,9.78201E+12,fre,Hachette Jeunesse,
16967,1632,Eric Flint,1416532811,9.78142E+12,eng,Baen Books,
16968,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,1855325527,9.78186E+12,eng,Osprey Publishing,
16982,Marvels,Kurt Busiek/Alex Ross,785100490,9.78079E+12,eng,Marvel Comics,
16986,Marvels,Kurt Busiek/Alex Ross,785113886,9.78079E+12,eng,Marvel Comics Group,
16987,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,1401212638,9.7814E+12,en-US,DC Comics,
16989,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,785124977,9.78079E+12,eng,Marvel,
16991,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,1401209548,9.7814E+12,eng,DC Comics,
16992,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,1563893304,9.78156E+12,eng,DC Comics,
16993,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,078511775X,9.78079E+12,eng,Marvel Comics Group,
16994,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,1563896230,9.78156E+12,eng,DC Comics,
16995,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,785120114,9.78079E+12,eng,Marvel Comics Group,
16996,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,1563894475,9.78156E+12,eng,DC Comics,
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,785115366,9.78079E+12,eng,Marvel Comics Group,
17005,Devilish,Maureen Johnson,1595140603,9.7816E+12,eng,Razorbill,
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,345487621,9.78035E+12,eng,Ballantine Books,
17011,A Devilish Dilemma,Judith A. Lansdowne,821758268,9.78082E+12,eng,Zebra,
17015,Paranoid Park,Blake Nelson,670061182,9.78067E+12,en-US,Viking Books,
17018,Notes on a Scandal,Zoë Heller,141012250,9.78014E+12,eng,Penguin,
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,60541431,9.78006E+12,eng,HarperCollins Publishers,
17022,My Ishmael (Ishmael  #3),Daniel Quinn,553379658,9.78055E+12,eng,Bantam,
17026,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,671743554,9.78067E+12,eng,Pocket Books,
17027,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,2879291488,9.78288E+12,fre,Éditions de L'Olivier,
17030,Flatland,Edwin A. Abbott/Rosemary Jann,192805983,9.78019E+12,eng,Oxford University Press,
17031,Flatland,Edwin A. Abbott/Ian Stewart,190398517X,9.7819E+12,eng,Basic Books,
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1406503436,9.78141E+12,eng,Dodo Press,
17035,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1419120026,9.78142E+12,eng,Kessinger Publishing,
17039,Flatterland,Ian Stewart,330393774,9.78033E+12,eng,Pan Publishing,
17040,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,321209184,9.78032E+12,eng,Longman Publishing Group,
17043,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,032127623X,9.78032E+12,eng,Longman Publishing Group,
17045,American Government: Continuity and Change  Texas Edition,Karen  O'Connor/Larry J. Sabato,321365607,9.78032E+12,eng,Longman Publishing Group,
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,042518238X,9.78043E+12,eng,Berkley Publishing,
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,789313502,9.78079E+12,eng,Universe,
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,743457625,9.78074E+12,eng,Gallery Books,
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,1400052939,9.7814E+12,eng,Crown Publishing Group (NY),
17061,Coraline,Neil Gaiman/Dave McKean,61139378,9.78006E+12,eng,William Morrow Paperbacks,
17067,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,375812938,9.78038E+12,en-US,Random House Children's Books,
17075,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,285633147,9.78029E+12,eng,Souvenir Press,
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,306804158,9.78031E+12,en-US,Da Capo Press,
17098,Isaac Newton,James Gleick,1400032954,9.7814E+12,eng,Vintage,
17112,Things Fall Apart: An Adapted Classic,Chinua Achebe,130235016,9.78013E+12,eng,Globe,
17116,The Stranger,Albert Camus/Stuart Gilbert,394700023,9.78039E+12,en-US,Vintage,
17118,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,822215020,9.78082E+12,eng,Dramatists Play Service,
17122,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,1883398290,9.78188E+12,eng,Morpheus International,
17123,Handmaid's Tale,Margaret Atwood,860688666,9.78086E+12,eng,Virago Press Ltd,
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,374529523,9.78037E+12,eng,Farrar  Straus and Giroux,
17133,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,691102961,9.78069E+12,eng,Princeton University Press,
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,1883011523,9.78188E+12,eng,Library of America (NY),
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,385509847,9.78039E+12,eng,Nan A. Talese,
17150,My Ántonia (Great Plains Trilogy  #3),Willa Cather,1583485090,9.78158E+12,eng,New Millennium Library,
17151,Marie Antoinette: The Journey,Antonia Fraser,385489498,9.78039E+12,eng,Anchor,
17152,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,743487699,9.78074E+12,eng,Pocket Books,
17153,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,60846879,9.78006E+12,eng,William Morrow,
17157,Marie Antoinette: The Journey,Antonia Fraser,307277747,9.78031E+12,eng,Anchor Books,
17158,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,393090183,9.78039E+12,eng,W. W. Norton & Company,
17170,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,1593083327,9.78159E+12,en-GB,Barnes  Noble Classics,
17174,A Yellow Raft in Blue Water,Michael Dorris,312421850,9.78031E+12,en-US,Picador USA,
17176,The Sound and the Fury,William Faulkner,679600175,9.78068E+12,eng,Modern Library,
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,393964817,9.78039E+12,eng,W. W. Norton & Company,
17179,The Sound and the Fury,William Faulkner/Grover Gardner,739325353,9.78074E+12,eng,Random House Audio,
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,822012197,9.78082E+12,en-GB,Cliffs Notes,
17184,The Invisible Man,H.G. Wells,451528522,9.78045E+12,eng,Signet Classics,
17185,The Invisible Man,H.G. Wells,812504674,9.78081E+12,eng,Aerie,
17188,Invisible Man,Ralph Ellison,679723137,9.78068E+12,eng,Vintage,
17189,The Invisible Man,H.G. Wells/Christopher Priest,014143998X,9.78014E+12,eng,Penguin Classics,
17202,To Sail Beyond the Sunset,Robert A. Heinlein,399132678,9.7804E+12,eng,G.P. Putnam's Sons,
17204,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,399154094,9.7804E+12,eng,G.P. Putnam's Sons,
17206,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,439700884,9.78044E+12,eng,Scholastic,
17208,Friday,Robert A. Heinlein,345414004,9.78035E+12,eng,Del Rey,
17214,Starship Troopers,Robert A. Heinlein,441783589,9.78044E+12,eng,Ace Book,
17215,Starship Troopers,Robert A. Heinlein,441014100,9.78044E+12,eng,Ace,
17216,Starship Troopers,Robert A. Heinlein,1568654308,9.78157E+12,eng,Ace/SFBC,
17224,The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,1890995525,9.78189E+12,eng,Square One Publishers,
17228,Zodiac,Neal Stephenson/Jean-Pierre Pugi,2207252647,9.78221E+12,fre,Denoël,
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne/Homer/Troy Howell,786809302,9.78079E+12,en-US,Disney-Hyperion,
17233,The Scarlet Letter,Nathaniel Hawthorne,1419542206,9.78142E+12,eng,Kaplan,
17236,Dracula,Bram Stoker/Jan Needle/Gary Blythe,744586534,9.78074E+12,eng,Walker Books Ltd,
17238,Dracula,Bram Stoker/Joseph Valente,743477367,9.78074E+12,eng,Pocket Books,
17241,Dracula,Bram Stoker/Robert Whitfield,786180404,9.78079E+12,eng,Blackstone Audiobooks,
17243,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker/Charles Osborne,800809637,9.7808E+12,eng,Taplinger Publ. Company,
17245,Dracula,Bram Stoker/Nina Auerbach/David J. Skal,393970124,9.78039E+12,eng,Norton,
17246,Macbeth,William Shakespeare/Paul Werstine/Barbara A. Mowat,743482794,9.78074E+12,eng,Simon  Schuster,
17247,Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,1586638467,9.78159E+12,eng,SparkNotes,
17248,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,892967897,9.78089E+12,eng,Mysterious Press,
17250,The Crucible,Arthur  Miller/Christopher Bigsby,142437336,9.78014E+12,eng,Penguin Books,
17252,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,375706364,9.78038E+12,eng,Vintage,
17253,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,743491696,9.78074E+12,eng,Pocket Books,
17255,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,743491688,9.78074E+12,eng,Pocket Books,
17259,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,074349170X,9.78074E+12,eng,Star Trek,
17263,Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,521447712,9.78052E+12,en-US,Cambridge University Press,
17265,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,048624895X,9.78049E+12,eng,Dover Publications,
17267,The Great Divorce,C.S. Lewis,6280560,9.79001E+12,eng,HarperCollins,
17271,The Metaphysics of Star Trek,Richard Hanley,465091245,9.78047E+12,eng,Basic Books,
17275,The Very Best of the Feynman Lectures,Richard P. Feynman,465099009,9.78047E+12,eng,Basic Books,
17276,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,738209252,9.78074E+12,en-US,Basic Books,
17277,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,738209279,9.78074E+12,en-US,Basic Books,
17279,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,738202835,9.78074E+12,en-US,Basic Books,
17280,The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,805390499,9.78081E+12,eng,Addison Wesley Publishing Company,
17289,Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,786849738,9.78079E+12,eng,Disney Press,
17290,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,393011836,9.78039E+12,eng,W. W. Norton  Company,
17292,Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,786855398,9.78079E+12,eng,Disney Press,
17293,Babies (Baby Einstein),Julie Aigner-Clark,786808381,9.78079E+12,eng,Disney Press,
17294,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,078685538X,9.78079E+12,eng,Disney Press,
17295,Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring/Anna Okabe,786849711,9.78079E+12,eng,Disney Press,
17296,Music of the Meadow (Little Einsteins Early Reader),Susan Ring/Kelly Preston/Katie Nix,786855371,9.78079E+12,eng,Disney Press,
17297,1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,807615323,9.78081E+12,eng,George Braziller Inc.,
17303,Piercing the Darkness (Darkness  #2),Frank E. Peretti,1581345275,9.78158E+12,eng,Crossway Books,
17309,This Present Darkness (Darkness  #1),Frank E. Peretti,1581345283,9.78158E+12,eng,Crossway Books,
17313,The Oath,Frank E. Peretti,1595540458,9.7816E+12,eng,Thomas Nelson,
17315,Oath of Swords (War God  #1),David Weber,1416520864,9.78142E+12,en-US,Baen,
17316,Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,671697986,9.78067E+12,eng,Baen,
17319,The Oath (Dismas Hardy  #8),John Lescroart,451207645,9.78045E+12,eng,Signet,
17320,Wind Rider's Oath (War God  #3),David Weber,1416508953,9.78142E+12,eng,Baen,
17323,A Visitation of Spirits,Randall Kenan,375703977,9.78038E+12,eng,Vintage,
17328,Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates/Robert Paul Lamb/Randy Clark,975262203,9.78098E+12,eng,Open Heaven Publications,
17334,The Complete C.S. Lewis Signature Classics,C.S. Lewis,61208493,9.78006E+12,eng,HarperOne,
17341,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,60819227,9.78006E+12,eng,HarperOne,
17344,Till We Have Faces: A Myth Retold,C.S. Lewis/Nadia May,786198389,9.78079E+12,eng,Blackstone Publishing,
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan/Ann Druyan,345409469,9.78035E+12,eng,Ballantine Books,
17352,Stephen Hawking's a Brief History of Time: A Reader's Companion,Stephen Hawking/Gene  Stone,553077724,9.78055E+12,eng,Bantam Books,
17355,The Illustrated A Brief History of Time,Stephen Hawking,593040597,9.78059E+12,eng,Bantam,
17356,Brevísima historia del tiempo,Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,8484326373,9.78848E+12,spa,Critica (Grijalbo Mondadori),
17360,A First Course in String Theory,Barton Zwiebach,521831431,9.78052E+12,eng,Cambridge University Press,
17362,Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne/Stephen Hawking/Frederick Seitz,393312763,9.78039E+12,eng,W. W. Norton  Company,
17364,Surely You're Joking  Mr. Feynman!,Richard P. Feynman,009917331X,9.7801E+12,eng,Vintage,
17366,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman/Raymond Todd,786177284,9.78079E+12,eng,Blackstone Audiobooks,
17375,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,465023940,9.78047E+12,eng,Basic Books,
17384,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,1591855101,9.78159E+12,spa,Casa Creacion,
17412,Chemistry: The Central Science,Theodore L. Brown/H. Eugene LeMay Jr./Bruce E. Bursten,130669970,9.78013E+12,eng,Prentice Hall,
17426,Introduction to Linear Algebra and Differential Equations,John W. Dettman,486651916,9.78049E+12,eng,Dover Publications,
17435,Physics for Scientists and Engineers,Douglas C. Giancoli,132431068,9.78013E+12,en-US,Prentice Hall,
17437,Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,130352993,9.78013E+12,eng,Benjamin-Cummings Publishing Company,
17461,Misty of Chincoteague (Misty  #1),Marguerite Henry/Wesley Dennis,1416927832,9.78142E+12,eng,Aladdin,
17468,Black Beauty,Anna Sewell/Scott McKowen,1402714521,9.7814E+12,en-US,Sterling,
17473,Black Beauty (Coloring Book),Anna Sewell/John         Green,048629272X,9.78049E+12,eng,Dover Publications,
17488,Five on a Treasure Island (Famous Five  #1),Enid Blyton,340796146,9.78034E+12,eng,Hodder,
17496,The Secret Seven (The Secret Seven  #1),Enid Blyton,340917547,9.78034E+12,eng,Hodder,
17503,The Circus of Adventure,Enid Blyton,330244779,9.78033E+12,eng,Pan,
17506,La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest/Berlitz Publishing Company,9812468234,9.78981E+12,spa,Berlitz Kids,
17510,La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,981246820X,9.78981E+12,fre,Berlitz Kids,
17511,The Mystery of the Missing Cat,Gertrude Chandler Warner/Charles Tang,785759379,9.78079E+12,eng,Turtleback Books,
